document_id,title,agency,file_group,graph_community,degree,weighted_degree,betweenness,pca_1,pca_2
doc_0049,"DOW-UAP-D8, Mission Report, Djibouti, 2025",Department of War,PDF,0,9,8.273699879646301,0.13924050632911392,-0.08604393899440765,-0.12396052479743958
doc_0081,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025",Department of War,VID,3,12,11.030011773109436,0.1378698701926953,-0.019484518095850945,-0.21524405479431152
doc_0027,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,1,8,6.972517609596252,0.09562202692896879,-0.13942621648311615,0.06101234629750252
doc_0014,342_HS1-416511228_319.1 Flying Discs 1949,Department of War,PDF,1,19,17.367280423641205,0.09263887769088124,-0.15011154115200043,0.24511049687862396
doc_0108,65_HS1-834228961_62-HQ-83894_Section_9,FBI,PDF,1,23,21.505165815353394,0.09110699024429574,-0.0903632640838623,0.3386259377002716
doc_0143,FBI September 2023 Sighting - Serial 5,FBI,PDF,0,12,10.551617920398712,0.08094815770378135,-0.0797090232372284,0.09798230230808258
doc_0084,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024",Department of War,VID,3,14,12.881967604160309,0.07820688543094413,-0.012752285227179527,-0.223115935921669
doc_0074,"DOW-UAP-PR29, Unresolved UAP Report, United Arab Emirates, June 2024",Department of War,VID,4,10,9.417907357215881,0.06982181730226558,-0.12566563487052917,-0.2892664968967438
doc_0159,255-t-763-r1b-excerpt,NASA,VID,1,8,6.5472108125686646,0.06151737482867048,0.03480393812060356,0.0025207523722201586
doc_0154,"NASA-UAP-D3, Gemini 7 Transcript, 1965",NASA,PDF,1,9,8.094657957553864,0.06063049262275256,-0.10805986076593399,0.17631345987319946
doc_0024,"DOW-UAP-D3, Mission Report, Arabian Gulf, 2020",Department of War,PDF,0,18,16.4867947101593,0.06022736434733532,-0.163674458861351,-0.13686808943748474
doc_0044,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020",Department of War,PDF,0,24,21.99471342563629,0.06022736434733532,-0.18945401906967163,-0.13157419860363007
doc_0033,"DOW-UAP-D54, Mission Report, Mediterranean Sea, NA",Department of War,PDF,0,10,9.118639051914215,0.056841086833830524,-0.13350634276866913,-0.05332599952816963
doc_0056,"DOW-UAP-PR27, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,PDF,0,15,13.811146020889282,0.048859146980569215,-0.2199430763721466,-0.1189710795879364
doc_0047,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024",Department of War,PDF,0,12,11.16778439283371,0.04869789567040232,-0.19604870676994324,-0.13867279887199402
doc_0100,65_HS1-834228961_62-HQ-83894_Section_10,FBI,PDF,1,21,19.699934661388397,0.0476497621543175,-0.08877168595790863,0.33251121640205383
doc_0155,"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",NASA,PDF,1,15,13.253097236156464,0.03394340079013142,-0.14595405757427216,0.17927062511444092
doc_0152,"NASA-UAP-D1, Apollo 12 Transcript, 1969",NASA,PDF,1,15,13.248526334762573,0.03281464161896315,-0.13529500365257263,0.15932786464691162
doc_0052,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022",Department of War,PDF,0,17,15.727802515029907,0.03096025155204386,-0.21826894581317902,-0.09512490034103394
doc_0055,"DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023",Department of War,PDF,0,12,11.301690518856049,0.026042086591953558,-0.21539728343486786,-0.1229299008846283
doc_0109,65_HS1-834228961_62-HQ-83894_Serial_130,FBI,PDF,1,17,16.00800746679306,0.02467145045553495,-0.09204943478107452,0.32840293645858765
doc_0105,65_HS1-834228961_62-HQ-83894_Section_6,FBI,PDF,1,28,26.335953950881958,0.024510199145368054,-0.08825720101594925,0.3392898440361023
doc_0022,"DOW-UAP-D27, Mission Report, United Arab Emirates, October 2023",Department of War,PDF,0,17,15.716670155525208,0.022817060388615657,-0.18267984688282013,-0.14757125079631805
doc_0070,"DOW-UAP-D33, Mission Report, Greece, October 2023",Department of War,VID,3,10,9.122346043586731,0.02209142949286463,-0.02352006547152996,-0.22675861418247223
doc_0103,65_HS1-834228961_62-HQ-83894_Section_4,FBI,PDF,1,26,24.603412926197052,0.021607675562363943,-0.08768712729215622,0.34335240721702576
